,playlist,name,_likelihood,_popularity,distance
79,Nickelback - Silver Side Up (2001),"['Lo Nuestro Terminó' ""I'll Be Creeping"" 'Little Angel Child'
 'Ride Captain Ride' 'Version City - Remastered']",[185.59684371 172.70251402 172.17712253 161.57787655 159.56007025],[66.37917668 61.35309178 61.81645103 57.69694201 58.09231112],[0.35765251 0.35525303 0.35902825 0.35708442 0.364078  ]
80,Friday Work Music,['May This Be Love' 'Freedom Song' 'Train Man' 'Mind' 'Sunset'],[182.22852444 176.29101614 175.0688446  173.37903647 166.33329293],[67.42047906 65.48681285 65.94833161 64.13878925 61.89425205],[0.36997764 0.37146994 0.37669942 0.36993394 0.37210982]
81,Heartbeat Song,"['Heartbeat Song' 'Cry (with John Martin)' 'All Around Me' 'Gone'
 'All at Once']",[          inf 1083.91187076  768.00658461  726.01539941  518.84779579],[67.96078624 67.78436994 67.788696   66.77663756 56.06834585],[0.         0.06253679 0.08826577 0.09197689 0.10806319]
82,Chaneighties ,['My Drawers' 'Hi Roller' 'My Blood' 'Version City - Remastered' 'TBC'],[188.94756038 188.64546572 180.3290173  165.83747513 150.46059429],[63.34813128 65.70378923 63.20532026 58.09231112 53.16438279],[0.33526832 0.34829244 0.3505     0.35029664 0.35334423]
83,Winter Song,"['Tobacco Road' 'Paranoia in B Major' 'So Fine' 'Ends of the Earth'
 ""King's Vengeance""]",[234.02415836 231.15122799 223.26770208 218.61985765 195.71442761],[65.30326833 67.74978296 63.24782302 61.45570745 58.04301074],[0.27904499 0.29309722 0.28328246 0.28110762 0.29656991]
84,Canciones del Recuerdo,"['White Christmas (with Shania Twain)' 'Stay' 'Perfect Combination'
 ""Can't Take My Eyes Off You"" 'On My Knees']",[168.17833338 167.57770372 165.21433183 165.00642788 158.96105474],[67.44136347 67.19241354 66.20870178 65.97451727 63.61878637],[0.40101101 0.40096273 0.4007443  0.39982998 0.40021618]
85,Djent,"['Love Is Blue' 'Hats off To (Roy) Harper - Remaster'
 'Hats off To (Roy) Harper - Remaster' 'Freedom Song' 'Sunset']",[202.35991805 195.99466644 195.99466644 187.2490817  172.79945007],[66.56758396 66.72415392 66.72415392 65.48681285 61.89425205],[0.32895637 0.34043862 0.34043862 0.34973102 0.35818547]
86,Sweet prty tunes,"['What It Feels Like for a Girl' ""I'll Be Creeping""
 'Version City - Remastered' 'Might As Well Get Stoned'
 'Ride Captain Ride']",[224.09690281 203.43336731 202.50515073 199.37099316 188.89423051],[67.95226263 61.35309178 58.09231112 59.86511263 57.69694201],[0.30322714 0.30158814 0.28686831 0.30026992 0.30544576]
87,Kristin sin spilleliste 2011,"['Melodie - 5/1/1950'
 'Nuns and Nazis / Escape/ Climb Every Mountain (Reprise) / Finale'
 'Your Sweet Love' '1916'
 'Humoresque in G-Flat Major, Op. 101, No. 7 (Arranged for Violin & Orchestra)']",[472.09536436 447.39312294 445.68726839 425.37717801 421.20766624],[67.98869756 66.37785938 68.5442349  65.83829095 66.20531577],[0.14401475 0.14836585 0.15379446 0.15477627 0.15717975]
88,Lemonheads,"['Sierra Leone' 'Me haces bien' 'Harness Your Hopes - (B-side)'
 'No. 1 Party Anthem' 'Lay Lady Lay']",[145.43784457 142.53168253 140.14405104 135.08900319 132.39851639],[69.86321448 68.51044083 67.12038708 64.68322321 63.52650782],[0.48036475 0.48066815 0.47893854 0.47881931 0.47981284]
89,Fiesta Rock en tu idioma,"['Mi Enemigo El Amor' 'For You' ""I'll Be Creeping"" 'Ride Captain Ride'
 'Version City - Remastered']",[218.25774329 214.25680901 208.26094157 196.19943462 195.84125123],[65.50203167 63.88570672 61.35309178 57.69694201 58.09231112],[0.30011321 0.29817352 0.29459721 0.29407293 0.2966296 ]
90,Ben Howard - The Burgh Island EP,"['You Are My Starship (feat. Michael Henderson)' 'Vertigo' 'Run'
 'It Will Come Back' 'It Will Come Back']",[289.65192256 270.86825482 260.74676377 256.92464062 256.87205643],[67.2925835  66.15575689 66.8768756  67.14936702 67.14936702],[0.23232224 0.24423592 0.25648209 0.26135822 0.26141172]
91,Sting,"['Wuthering Heights' 'Yeha Noha (Wishes Of Happiness And Prosperity)'
 ""Miss Judy's Farm"" 'Wings Of My Love' 'Sunset']",[164.47732422 163.26310191 159.3675667  158.72859837 155.96669174],[66.22048786 66.69782553 64.40495454 64.891883   61.89425205],[0.40261166 0.4085297  0.40412837 0.40882288 0.39684276]
92,Johnnyswim Christmas,"['Quiet Nights of Quiet Stars (Corcovado)' 'On a Snowy Christmas Night'
 'What Is This Thing Called Love?'
 'Toto Brings News / Over the Rainbow Reprise - Extended Version / Outtake'
 ""I'll See You in My Dreams""]",[413.96245896 413.50260789 391.64286332 386.774356   343.65843199],[70.51647957 70.98955853 70.00861932 69.83438622 60.07380818],[0.17034511 0.17167862 0.17875627 0.18055589 0.17480673]
93,Summer Hipster,"['Smoothie Song' 'Pacer' 'Loneliness Loneliness' ""Miss Judy's Farm""
 'One Night of Love']",[338.40738704 311.93839573 305.72454333 305.09892852 298.43100789],[66.99340326 69.78183245 65.97869849 64.40495454 67.7322196 ],[0.19796673 0.22370389 0.21581093 0.21109532 0.22696107]
94,Hippity Hop/RnB,"['Sincerely, Me' 'The Telephone Always Rings' 'None Shall Pass'
 'I Miss You' 'Turn Down']",[126.8365555  126.48132225 122.61381273 115.09924328 104.52356852],[62.99535783 63.3446665  60.31615777 57.74860076 52.32205245],[0.49666563 0.5008223  0.49191976 0.50172876 0.5005766 ]
95,Modest Mouse Forest Hills Stadium 8/9/14,"['Centipede' 'Old Judge Jones' 'Olvídala' 'Feels Like Love'
 ""Didn't Know It Was Love""]",[248.66352998 243.56276833 221.97832392 219.02451192 195.63542219],[60.38620205 60.57160586 54.70071815 53.36461279 48.68726919],[0.24284302 0.24868992 0.24642369 0.24364676 0.24886735]
96,Singer Songwritter,"['Untouchable Face' 'Song About the Moon' 'Poor Boy' 'Addicted'
 'Hoy Me Iré de Casa']",[         inf 663.64201397 625.67834713 577.31859486 576.31956853],[67.44792744 66.57409204 66.26780417 65.12780717 66.61770607],[0.         0.10031627 0.10591353 0.11281086 0.11559161]
97,Ocean Floor Kisses,"['Paranoia in B Major' 'Lovefingers' 'Tobacco Road' 'Fire And The Thud'
 'Ends of the Earth']",[138.34388898 133.62675223 131.85401489 126.29099815 125.20061128],[67.74978296 65.95579752 65.30326833 62.2005895  61.45570745],[0.4897201  0.49358228 0.49526947 0.492518   0.49085789]
98,Strange Fruit,"['I Want You'
 'The Green Manalishi (With the Two Prong Crown) - 2013 Remaster'
 'You Look So Fine' 'St. Tropez'
 'The Green Manalishi (With the Two Prong Crown) - 2013 Remaster']",[161.34218151 157.02081303 156.04972383 155.94468861 153.94160594],[59.79120153 61.14583919 60.31629955 60.8506722  58.91270853],[0.3705863  0.38941232 0.38651975 0.39020676 0.38269517]
99,Iam - L'ecole Du Micro D'argent,"['Petit frère' 'Back That Azz Up' 'Back That Azz Up' 'Beautiful Pain'
 'T.O.N.Y. (Top Of New York)']",[         inf 481.94202697 467.79363588 403.33105762 358.33974165],[61.93685362 62.7983146  62.97570097 62.95338742 58.5551212 ],[0.         0.13030263 0.13462283 0.15608366 0.16340672]
100,Hardlopen-Beuk,"['Sleepyhead' 'Cigarettes out the Window' 'Nikki' 'The Cage'
 ""Cowgirls Don't Cry""]",[137.50092651 131.9775471  131.82925606 128.02706569 121.59570186],[70.24019208 67.10958585 67.40286897 65.43532359 61.99133584],[0.51083432 0.50849245 0.51128916 0.51110539 0.50981519]
101,The Be Good Tanyas - A collection (2000 - 2012),"['Waiting Around To Die' 'Chains And Things' 'Autopsy' 'Blues For Jacque'
 'Sassy']",[         inf 386.22356928 313.18426219 291.56785942 238.25953929],[63.31664955 65.39677266 63.58341867 64.87543386 53.3181183 ],[0.         0.16932362 0.20302239 0.22250544 0.22378167]
102,Hayden's Mix,"['Green Tambourine' 'Ode to Viceroy' 'Fire And The Thud'
 'King And Lionheart' 'King And Lionheart']",[236.80599294 236.62518688 220.56128736 206.18971821 205.23503876],[68.78093224 69.08939731 62.2005895  60.32244514 60.32244514],[0.29045267 0.2919782  0.28201046 0.29255797 0.29391884]
103,Sell It,"['In the Air Tonight' 'See Emily Play - 2015 Remaster' 'Hush'
 'Motorcycle Emptiness' ""Sin's A Good Man's Brother - Remastered""]",[131.98484311 129.41920027 128.15963962 111.42252532 111.21741586],[56.97643711 55.89959395 55.35800086 47.91430904 48.2451148 ],[0.43168924 0.43192659 0.43194567 0.43002354 0.43379101]
104,Leatherface – Byo Split Series Volume 1,"[""Gimme All Your Lovin'"" 'I Disappear' 'Lake Superior'
 'No Fun - 2019 Remaster' ""Jumpin' Jack Flash""]",[234.46661195 229.60683111 229.12175825 204.47714273 155.73653122],[59.14281711 55.73724349 57.14556546 51.42232534 39.2981719 ],[0.25224409 0.24275081 0.24941134 0.25148202 0.25233753]
105,multiple personality playlist ,"[""Don't Let Me Down - 2015 Remaster"" ""Don't Let Me Down - 2015 Remaster""
 'Wuthering Heights' ""Miss Judy's Farm"" 'Smoothie Song']",[207.15706558 207.15706558 203.96110471 203.76678942 201.05785335],[67.68945832 67.68945832 66.22048786 64.40495454 66.99340326],[0.32675428 0.32675428 0.32467214 0.31607189 0.33320461]
106,New Soul,['No Trash in My Trailer' 'Tobacco Road' 'The Fear' 'No Time' 'Falling'],[215.30459257 211.42891292 211.16954433 208.61644141 206.3124278 ],[67.39900487 65.30326833 66.60089775 64.96908883 65.04536632],[0.31304026 0.30886631 0.31539064 0.31142842 0.31527605]
107,Albums of the year 2011,"['Letter from America - Band Version' 'Tobacco Road' 'Fire And The Thud'
 'Space Monkey' 'Drive']",[155.37210648 154.4087859  149.86927469 148.89224259 143.56539073],[65.43608245 65.30326833 62.2005895  62.87847435 60.34286411],[0.42115721 0.42292456 0.4150323  0.4223086  0.42031623]
108,Mumford & Sons - The Road To Red Rocks Live,"[""Child's Christmas In Wales"" 'Seven Bridges Road' 'Apricot Princess'
 'Dirty Old Town' 'Peace Frog / Blue Sunday']",[248.15321203 243.91886937 239.45911278 237.39590079 230.61565336],[66.37346012 66.15250456 65.66204532 65.77090195 63.99082379],[0.26746968 0.271207   0.27420984 0.27705155 0.27747823]
109,slow,"['Tobacco Road' ""It May Be Winter Outside (But In My Heart It's Spring)""
 'No Time' 'Falling' ""Miss Judy's Farm""]",[216.13471233 212.78005029 210.39666931 208.82898742 205.52697554],[65.30326833 66.80384126 64.96908883 65.04536632 64.40495454],[0.30214151 0.31395726 0.30879333 0.31147671 0.31336497]
110,BRAP ,['Dump Dump' 'Paranoid' 'Paramar' 'Program' 'Fire And Water'],[144.4894611  136.34600377 128.97032723 128.87439237 121.32139291],[65.81090831 61.50947491 58.80602206 58.51850203 54.59521091],[0.45547203 0.45112782 0.45596552 0.45407393 0.45000481]
111,clarks alternative_all,"['Harness Your Hopes - (B-side)' 'No Trash in My Trailer' 'Tobacco Road'
 ""Gideon's Bible"" ""Daddy's Song""]",[189.86636203 183.38374233 183.16317507 183.04229639 181.28375653],[67.12038708 67.39900487 65.30326833 66.89372704 66.382189  ],[0.35351384 0.36752988 0.35653055 0.36545503 0.36617836]
112,Various Artists – Hotel Paris - Deluxe Parisian Grooves ( Classic Sounds from the World Famous Hotel ),"['Just Dropped In (To See What Condition My Condition Was In)'
 'Prisoner of the Light' 'Y Quién Puede Ser?' ""Let's Stay Together""
 'Love Is Like Oxygen']",[142.89147029 141.31920186 139.5540074  137.55315789 134.14359001],[67.60755531 67.5931531  67.44135253 65.90081039 64.02874958],[0.4731392  0.47830127 0.48326346 0.4790934  0.47731501]
113,Brigitte,"['Jungle Fever' 'Black Man Ray' 'Why Should I Cry For You? - Radio Mix'
 'Decoupage' 'Once I Had a Sweetheart']",[127.89891473 122.4957681  119.12503548 116.35653006 115.65476329],[66.7486357  65.66928917 63.99819676 61.64639219 62.03426066],[0.52188586 0.53609435 0.53723549 0.52980604 0.53637446]
114,Portishead – Portishead,"['Inevitable' 'Paranoia in B Major'
 ""It May Be Winter Outside (But In My Heart It's Spring)""
 ""I Don't Feel No Ways Tired"" 'Jupiter Love']",[217.72528824 216.80925985 211.38443269 207.80779284 204.91076008],[68.92878757 67.74978296 66.80384126 64.88392458 63.64733086],[0.31658604 0.31248565 0.31603009 0.31223047 0.31061   ]
115,Bešt,"['The Other Side' 'I Came As a Rat' 'Can I Sit Next to You Girl'
 'Everybody Wants Some!! - 2015 Remaster' 'Let The Day Begin']",[168.76740281 162.02846225 158.57439541 141.3898088  129.42887642],[66.47800214 61.91049856 61.24483122 55.49878949 50.29347703],[0.39390309 0.38209644 0.38622144 0.39252327 0.38858003]
116,Radio Robert Ellis,"['Last Kiss' 'You Better Move On' ""Children's Christmas Song - Stereo""
 'Talk of the Town' '言いだせなくて']",[1004.716401    760.44825819  675.83836046  618.47768127  607.87575034],[67.76492713 69.91648382 69.90298529 66.78104414 66.85755026],[0.06744682 0.09194115 0.10343151 0.10797648 0.10998555]
117,CardiOh!,"['Fool' 'In My Blood' 'Hold Back The River' 'Vibration (Extended Version)'
 'Forever & Always']",[151.52192123 141.56666842 128.74709222 122.86085611 119.15186725],[70.70113108 65.41910412 59.85830629 56.79416509 55.74637229],[0.46660662 0.4621081  0.46492938 0.46226412 0.46785983]
118,Team Jett xmas,"['Old College Try' 'In Tall Buildings' 'Na Prema Nava' 'Borrowed Angel'
 'World Spins Madly On']",[374.80818451 373.45117286 365.05823058 362.17061997 341.04860855],[69.74342574 67.49815052 66.47348131 65.6849801  64.01095982],[0.18607765 0.18074157 0.18209008 0.18136474 0.18768867]
119,Classical Wonders,"['Fantasy on Hungarian Themes, S. 123: Molto adagio - Quasi fantasia - Allegretto alla zingarese - Molto animato'
 'Fantasy on Hungarian Themes, S. 123: Molto adagio - Quasi fantasia - Allegretto alla zingarese - Molto animato'
 'Die Zauberflöte, K. 620: Ouverture'
 'Keyboard Concerto No. 7 in G Minor, BWV 1058: II. Andante'
 'Canon and Gigue in D Major, P. 37: Canon']",[407.81922214 407.81922214 281.76059939 280.29296236 255.07631629],[44.95116245 44.95116245 29.37       38.11641634 33.8025    ],[0.11022326 0.11022326 0.10423743 0.13598778 0.13251916]
120,Sweatmaster - Sharp Cut,"['Wuthering Heights' 'Tobacco Road' 'Sunset' ""Miss Judy's Farm""
 'Wings Of My Love']",[212.06004552 209.82737026 203.25352934 203.18772556 202.69811666],[66.22048786 65.30326833 61.89425205 64.40495454 64.891883  ],[0.31227235 0.31122378 0.30451748 0.31697266 0.32014053]
121,Gay Party People – Gay Music: House Party Music (Best House Gay Songs),"['May This Be Love' 'Freedom Song' 'Amazing' 'On and On'
 '""Ironside - Theme From """"Ironside""""""']",[125.86933183 121.89140951 119.07172231 113.0521772  111.76611348],[67.42047906 65.48681285 64.63106305 60.9579821  59.920097  ],[0.53563865 0.53725536 0.54279103 0.5392022  0.53612043]
122,Pat Metheny – What's It All About,"['Hushabye (Stereo)' 'It Takes A Lot To Laugh, It Takes A Train To Cry'
 'Waltz for Koop' 'Wuthering Heights - 2018 Remaster' 'The Mountain']",[173.06837478 167.27456345 167.04023028 157.7827848  154.86271184],[69.2852822  64.85797324 65.17904475 62.62694236 61.10250348],[0.40033474 0.38773363 0.39019968 0.39691873 0.39455917]
123,George Lynch,"['Harness Your Hopes - (B-side)' 'Train Man' 'May This Be Love'
 'Tobacco Road' 'Might As Well Get Stoned']",[301.24621432 286.85946552 274.558668   271.30560096 252.32055083],[67.12038708 65.94833161 67.42047906 65.30326833 59.86511263],[0.22280906 0.2298977  0.24555946 0.24070004 0.23725817]
124,Steven Seagal,"[""Don't Keep Me Wonderin'"" ""Don't Keep Me Wonderin'"" 'Lonely Planet Boy'
 'Little Umbrellas' 'Might As Well Get Stoned']",[366.92686795 344.58964547 336.31363968 331.87064289 311.92757693],[67.99732381 68.3185109  59.63996369 67.2951562  59.86511263],[0.18531574 0.19826049 0.17733436 0.20277526 0.19191991]
125,salsa.,"[""Gideon's Bible"" 'Stay' 'Least Complicated' 'Cold Shot'
 'Another Park, Another Sunday - 2006 Remaster']",[208.06622505 207.82972586 203.66570348 195.62257018 189.09735983],[66.89372704 67.19241354 64.90807378 63.03364039 60.86121785],[0.32150209 0.32330512 0.31869909 0.32222069 0.32185123]
126,Lyft och Försvinn,"['Power' 'Love Is Not Over (Full Length Edition)' 'False Confidence'
 'Somebody To Love' 'The Road Goes On Forever']",[343.63606698 291.1099805  277.59407589 266.81764341 264.57391881],[68.19435315 60.29492127 58.11914712 59.65170078 58.0756873 ],[0.19844935 0.20712076 0.20936739 0.2235673  0.21950647]
127,Every Avenue - Picture Perfect,"[""Quit Your Bitchin'"" ""Good Lovin' Gone Bad - 2015 Remaster""
 'Boyfriend #2' 'Rip Her To Shreds - Remastered'
 'There Is a Light That Never Goes Out - 2017 Master']",[709.13546618 639.23061636 607.95762165 561.06929169 558.04031018],[65.48040521 65.93641887 66.76675002 59.98724875 56.09657108],[0.09233836 0.10314966 0.10982139 0.10691594 0.10052423]
128,VVAA – The Eclectic Sound Of Vienna 3,"['Northeast Texas Woman' 'Luxurious' 'Wetter (Calling You Daddy)'
 'Morning In America' 'TBC']",[195.60494021 187.98913571 177.63458247 171.3957214  169.75173789],[61.23771388 57.71748185 54.60362027 53.81095172 53.16438279],[0.31306834 0.30702562 0.30739296 0.31395738 0.31318903]
129,Frankie Valli,"['Grease' 'Grease - 2007 Remaster' 'Quedate Conmigo Esta Noche'
 'From The Clouds' 'Me Gusta Tener De A Dos']",[         inf 837.77143341 654.83838512 637.87262455 631.46101369],[64.90247501 68.00917204 62.1855865  62.49590674 64.07881045],[0.         0.08117867 0.09496326 0.09797553 0.10147707]
130,Ahoy!! Yacht Rock,"['Feels So Good - Single Version' 'Whiskey Sunrise'
 'Barking at the Moon - Soundtrack' 'The Fear' 'Falling']",[234.61379595 233.3678634  231.7658324  228.40465665 225.64991764],[68.23497796 67.52135824 67.55565915 66.60089775 65.04536632],[0.29083958 0.28933443 0.29148239 0.29159168 0.28825788]
131,Darles Music,"['Harness Your Hopes - (B-side)' 'Pacer' 'Tobacco Road' 'Train Man'
 'So Fine']",[179.98891698 179.19667844 172.5028528  172.28313244 163.16953692],[67.12038708 69.78183245 65.30326833 65.94833161 63.24782302],[0.372914   0.38941477 0.37856341 0.38279041 0.38762029]
132,OutKast – Southernplayalisticadillacmuzik,"['Karma' 'Do Ya Deed (feat. SahBabii)' 'Boys Like You' 'Dip Dip'
 ""I'm Ready""]",[140.38267584 140.14968255 138.31765087 136.34088322 133.97642519],[69.27933426 70.07031298 68.5076656  67.89177013 66.85032511],[0.49350345 0.49996769 0.49529229 0.49795607 0.49897081]
133,años 80 todo,"['Mi Enemigo El Amor' 'Letter from America - Band Version'
 'Might As Well Get Stoned' 'Version City - Remastered'
 'Ride Captain Ride']",[209.78591296 206.67252692 190.34163641 187.7918318  186.6253022 ],[65.50203167 65.43608245 59.86511263 58.09231112 57.69694201],[0.31223275 0.31661723 0.31451402 0.30934418 0.30915927]
